Lista de precios Comercializadora de valor agregado S.A. de C.V. (26/09/2013 15:30:00),,,,
Clave,Marca,Descripcion,Precio,Stock
RAM-2073,HP,"MEMORIA RAM DIMM HP 2GB (DDR3-1600 MHZ) (1X2GB) ECC PARA Z1,Z220 SFF/CMT,Z230 CMT/TORRE, Z420, Z620",1017.59,1
RAM-2074,SONY,MEMORIA MICRO VAUL TINY 8 GB USB 2.0 NEGRO SONY,6.4,0
RAM-2075,ADATA,MEMORIA FLASH 4 GB USB 2.0 UV100 AZUL ADATA ,4.68,0
RAM-2076,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV100 ADATA AZUL,5.2,99
RAM-2077,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV100 ADATA AZUL,8.91,99
RAM-2078,ADATA,MEMORIA FLASH 8 GB USB 2.0 T907 JACK SKELLINGTON ADATA,9.71,99
RAM-2079,ADATA,MEMORIA FLASH 8 GB USB 2.0 T807 GUANTE MICKEY ADATA,9.71,99
RAM-2081,SONY,MEMORIA FLASH 4 GB USB 2.0 BLANCA SONY,4.69,0
RAM-2083,ADATA,MEMORIA DDR3 4 GB PC1333 MHZ SERIE SKY RAM DISIPADOR DE ALUMINIO ADATA,34.23,99
RAM-2084,ADATA,MEMORIA DDR3 8 GB PC1333 MHZ SERIE SKY RAM DISIPADOR DE ALUMINIO ADATA,66.18,99
RAM-2085,ADATA,MEMORIA DDR3 2 GB PC1333 MHZ SERIE SKY RAM DISIPADOR DE ALUMINIO ADATA,20.34,99
RAM-2087,LENOVO,MEMORIA LENOVO SODIMM 8GB  PC-12800 DDR3-1600 (0A65724) THINKPAD O THINKCENTRE *REVISAR MODELOS,1750.55,1
RAM-2088,LENOVO,MEMORIA LENOVO SODIMM 2GB  PC-12800 DDR3-1600 (0A65722) THINKPAD O THINKCENTRE *REVISAR MODELOS,413.19,1
RAM-2089,LENOVO,MEMORIA LENOVO SODIMM 4GB  PC-12800 DDR3-1600 ( 0A65723 ) THINKPAD O THINKCENTRE *REVISAR MODELOS,772.04,1
RAM-2090,LENOVO,MEMORIA LENOVO PARA THINKSERVER 2GB DDR3-1333MHZ (1RX8) ECC UDIMM ( 67Y2606 ),907.02,1
RAM-2091,LENOVO,MEMORIA LENOVO PARATHINKSERVER 4GB DDR3-1333MHZ (2RX8) ECC UDIMM ( 67Y2607),1070.18,1
RAM-2092,TRANSCEND,MEMORIA CARD MICRO SD HC 4 GB (CLASE 4) TRANSCEND C/LECTOR,7.09,10
RAM-2093,SANDISK,MEMORIA FLASH CRUZER FIT MINI USB Z33 16 GB 2.0 NEGRO CON PUNTA DE METAL,10.32,5
RAM-2096,ADATA,MEMORIA MICRO SDHC 16 GB CLASE 10 C/ADAPTADOR ADATA,13.71,99
RAM-2098,ADATA,MEMORIA MICRO SDHC 32 GB CLASE 4 C/ADAPTADOR ADATA,19.43,99
RAM-2100,HP,MEMORIA HP RDIMM 32 GB PARA SERVIDOR PROLIANT GEN8 HP PC3L-10600L,15744.22,1
RAM-2101,HP,MEMORIA HP RDIMM 16 GB PARA SERVIDOR PROLIANT GEN8 HP PC3L-10600R,4267.62,1
RAM-2102,HP,MEMORIA HP RDIMM 8 GB PARA SERVIDOR PROLIANT GEN8 HP PC3-12800R SINGLE RANK,2219.15,1
RAM-2103,HP,MEMORIA HP UDIMM 8 GB PARA SERVIDOR PROLIANT GEN8 HP PC3L-10600E,1825.23,1
RAM-2104,HP,MEMORIA HP UDIMM 8 GB PARA SERVIDOR PROLIANT GEN8 HP PC3-12800E,2481.78,1
RAM-2105,HP,MEMORIA HP RDIMM 8 GB PARA SERVIDOR PROLIANT GEN8 HP PC3L-10600R,2429.25,1
RAM-2106,HP,MEMORIA HP RDIMM 8 GB PARA SERVIDOR PROLIANT GEN8 HP PC3-12800R ,2350.47,1
RAM-2107,HP,MEMORIA HP UDIMM 2 GB PARA SERVIDOR PROLIANT GEN8 HP PC3L-10600E ,590.89,1
RAM-2108,HP,MEMORIA HP RDIMM 4 GB PARA SERVIDOR PROLIANT GEN8 HP PC3L-10600R,1383.4,1
RAM-2109,HP,MEMORIA HP RDIMM 4 GB PARA SERVIDOR PROLIANT GEN8 HP PC3-12800R,1299.98,1
RAM-2110,HP,MEMORIA HP UDIMM 4 GB PARA SERVIDOR PROLIANT GEN8 HP  PC3L-10600E ,984.82,1
RAM-2111,HP,MEMORIA HP UDIMM 4 GB PARA SERVIDOR PROLIANT GEN8 HP  PC3-12800E,984.82,1
RAM-2117,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV120 ADATA NEGRO/NARANJA,5.2,99
RAM-2119,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV120 ADATA NEGRO/NARANJA,8.91,99
RAM-2120,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV120 ADATA NEGRO/VERDE,8.75,99
RAM-2121,ADATA,MEMORIA FLASH 16 GB USB 2.0 UD310 ADATA NEGRO,9.6,99
RAM-2122,ADATA,MEMORIA FLASH 16 GB USB 2.0 UD310 ADATA ROJO,9.6,99
RAM-2123,ADATA,MEMORIA FLASH 32 GB USB 2.0 UD310 ADATA NEGRO,19.2,99
RAM-2124,ADATA,MEMORIA FLASH 32 GB USB 2.0 UD310 ADATA ROJO,19.2,99
RAM-2126,HP,"MEMORIA RAM SODIMM HP 2GB (DDR3-1600 MHZ) PC3-12800 PARA NOTEBOOK, ELITEBOOK, PROBOOK",652.35,1
RAM-2127,HP,"MEMORIA RAM SODIMM HP 4GB (DDR3-1600 MHZ) PC3-12800 PARA NOTEBOOK, ELITEBOOK, PROBOOK",830.25,1
RAM-2128,HP,"MEMORIA RAM DIMM HP 2GB (DDR3-1600 MHZ) (1X2GB) NECC PARA Z1,Z220 SFF/CMT",491.44,1
RAM-2138,HP,MEMORIA CACHE 512MB FBWC PARA CONTROLADORA SMART ARRAY P420,4631.46,1
RAM-2139,SANDISK,MEMORIA MICRO SDHC 8 GB SANDISK ULTRA CON ADAPTADOR CLASE 10 SDSDQU-008G-U46A,8.02,5
RAM-2141,ADATA,MEMORIA FLASH 8 GB USB 3.0 UV128 ADATA NEGRO/AZUL,7.43,99
RAM-2142,ADATA,MEMORIA FLASH 8 GB USB 3.0 UV128 ADATA NEGRO/AMARILLO,7.43,99
RAM-2143,ADATA,MEMORIA FLASH 16 GB USB 3.0 UV128 ADATA NEGRO/AZUL,12,99
RAM-2144,ADATA,MEMORIA FLASH 16 GB USB 3.0 UV128 ADATA NEGRO/AMARILLO,12,99
RAM-2145,ADATA,MEMORIA FLASH 32 GB USB 3.0 UV128 ADATA NEGRO/AZUL,20.29,99
RAM-2146,ADATA,MEMORIA FLASH 32 GB USB 3.0 UV128 ADATA NEGRO/AMARILLO,20.34,99
RAM-2148,SANDISK,MEMORIA FLASH CRUZER ORBIT Z58 8 GB USB2.0 SANDISK,5.43,2
RAM-2149,SANDISK,MEMORIA FLASH CRUZER ORBIT Z58 16 GB USB2.0 SANDISK,9.03,2
RAM-2153,HP,"MEMORIA RAM DIMM HP 4GB (DDR3-1600 MHZ) (1X4GB) ECC PARA Z620,Z820",1209.63,1
RAM-2157,ADATA,MEMORIA FLASH 8 GB USB 3.0 C103 ADATA NEGRO,7.43,99
RAM-2158,ADATA,MEMORIA FLASH 16 GB USB 3.0 C103 ADATA NEGRO,11.09,99
RAM-2159,ADATA,MEMORIA FLASH 32 GB USB 3.0 C103 ADATA NEGRO,20.34,99
RAM-2160,ADATA,MEMORIA FLASH 16 GB USB 3.0 UE700 ADATA NEGRO,20.57,99
RAM-2161,ADATA,MEMORIA FLASH 32 GB USB 3.0 UE700 ADATA NEGRO,36.57,99
RAM-2162,ADATA,MEMORIA FLASH 64 GB USB 3.0 UE700 ADATA NEGRO,62.4,99
RAM-2164,ADATA,MEMORIA MICRO SDHC 32 GB UHS-ICLASE 10 C/ADAPTADOR ADATA,25.14,99
RAM-2165,ADATA,MEMORIA MICRO SDHC 16 GB UHS-I CLASE 10 C/ADAPTADOR ADATA,12.57,99
RAM-2166,ADATA,MEMORIA MICRO SDHC 8 GB UHS-I CLASE 10 C/ADAPTADOR ADATA,11.43,99
RAM-2168,HP,"MEMORIA RAM DIMM HP 2GB (DDR3-1600 MHZ) PC3-12800 PARA PC??A'S 4300 SFF, 6300, 6305, 8300",685.93,1
RAM-2170,SONY,MEMORIA FLASH 4 GB USB 2.0 NEGRO SONY,4.69,1
RAM-2171,SONY,MEMORIA FLASH 16 GB USB 2.0 NEGRO SONY,10.59,0
RAM-2177,ADATA,MEMORIA FLASH 8 GB USB 2.0 UC510 ADATA AZUL,7.43,99
RAM-2178,ADATA,MEMORIA FLASH 8 GB USB 2.0 UC510 ADATA TITANIO,7.43,99
RAM-2179,ADATA,MEMORIA FLASH 16 GB USB 2.0 UC510 ADATA AZUL,10.86,99
RAM-2180,ADATA,MEMORIA FLASH 16 GB USB 2.0 UC510 ADATA TITANIO,10.86,99
RAM-2183,ADATA,MEMORIA MICRO SDHC 64 GB UHS-I CLASE 10 C/ADAPTADOR ADATA,48,99
RAM-2185,SANDISK,MEMORIA FLASH CRUZER BLADE Z50 32 GB USB 2.0 ROJO SANDISK,16.13,5
RAM-2186,SANDISK,MEMORIA FLASH CRUZER EDGE Z51 32 GB USB2.0 ROJO RETRACTIL SANDISK,16.13,5
RAM-2187,SANDISK,MEMORIA FLASH CRUZER POP Z58 8 GB USB2.0 BLAXK CHECKBOARD SANDISK ,5.43,5
RAM-2188,SANDISK,MEMORIA FLASH CRUZER POP Z58 16 GB USB2.0 BLAXK CHECKBOARD SANDISK,9.03,5
RAM-2189,SANDISK,MEMORIA FLASH CRUZER POP Z53A 8 GB USB2.0 PAINT WHITE WHIT COLORS DESING SANDISK ,5.43,5
RAM-2190,SANDISK,MEMORIA FLASH CRUZER POP Z53A 16 GB USB2.0 PAINT WHITE WHIT COLORS DESING SANDISK,9.03,5
RAM-2191,SANDISK,MEMORIA FLASH CRUZER FORCE Z71 8 GB USB2.0 METAL RETRACTIL SANDISK,6.24,5
RAM-2192,SANDISK,MEMORIA FLASH CRUZER FORCE Z71 16 GB USB2.0 METAL RETRACTIL SANDISK ,9.93,5
RAM-2193,SANDISK,MEMORIA FLASH CRUZER FORCE Z71 32 GB USB2.0 METAL RETRACTIL SANDISK  ,18.64,5
RAM-2194,SANDISK,MEMORIA CARD MICRO SD HIGH CAPACITY 32 GB SANDISK CLASE 4 CON ADAPTADOR  ,19.51,5
RAM-2196,MANHATTAN,MEMORIA FLASH 8 GB USB 2.0 PAPA PITUFO TRIBE,15.49,1
RAM-2197,MANHATTAN,MEMORIA FLASH 8 GB USB 2.0 PITUFO TONTIN TRIBE,15.49,1
RAM-2198,MANHATTAN,MEMORIA FLASH 8 GB USB 2.0 PITUFINA TRIBE,15.49,1
RAM-2199,MANHATTAN,MEMORIA FLASH 8 GB USB 2.0 PITUFO COCINERO TRIBE,15.49,1
RAM-2201,ADATA,MEMORIA FLASH 32 GB USB 2.0 UC510 ADATA AZUL,19.2,99
RAM-2202,ADATA,MEMORIA FLASH 32 GB USB 2.0 UC510 ADATA TITANIO,19.2,99
RAM-2203,HP,"MEMORIA RAM DIMM HP 4GB (DDR3-1600MHZ) (1X4GB) NECC PARA Z1, Z220 SFF/CMT, Z230 SFF/TORRE",768.53,1
RAM-2206,SONY,MEMORIA CARD SONY SD HIGH CAPACITY 4 GB CLASE 4,4.43,0
RAM-2207,HP,"MEMORIA RAM DIMM HP 4GB (DDR3-1600 MHZ) PC3-12800 PARA PC??A'S 600, 800, 4300 SFF, 6300, 6305, 8300",802.82,1
RAM-2209,SONY,MEMORIA CARD MICRO SD HIGH CAPACITY 8 GB SONY CON ADAPTADOR CLASE 4,5,1
RAM-2211,SONY,MEMORIA CARD MICRO SD HIGH CAPACITY 4 GB SONY CON ADAPTADOR CLASE 4,4.24,1
RAM-2212,SONY,MEMORIA MICRO VAULT SERIE V 8 GB USB NEGRO SONY,5,1
RAM-2213,ADATA,MEMORIA DDR3 4GB PC1600 MHZ SERIE PREMIER ADATA,32.68,99
RAM-2214,ADATA,MEMORIA SODIMM DDR3 4GB PC1600 MHZ SERIE PREMIER ADATA,32.68,99
RAM-2215,ADATA,MEMORIA DDR3 8GB PC1600 MHZ SERIE PREMIER ADATA,66.56,99
RAM-302,KINGSTON,MEMORIA SODIMM 512 MB PC333 MHZ CL2.5 KINGSTON,26.14,10
RAM-634,TRANSCEND,MEMORIA CARD MICRO-SECURE DIGITAL 2 GB TRANSCEND,4,5
RAM-841,TRANSCEND,MEMORIA SODIMM DDR2 2 GB PC667 MHZ TRANSCEND,28.46,10
RAM-987,TRANSCEND,MEMORIA JETFLASH V90 CLASSIC 4 GB USB2.0 TRANSCEND,8,5
MNL-381,EC LINE,"MONITOR TOUCH SCREEN EC LINE 15"" EC-TS-1515 TFT POS",295.6,1
MNL-389,BENQ,"MONITOR LED BENQ 24"" WIDESCREEN NEGRO BL2400PT",214.29,3
MNL-395,AOC,"MONITOR LED AOC 21.5"" WIDESCREEN BLANCO/NEGRO PIANO E2243FW",126.37,1
MNL-396,AOC,"MONITOR LED AOC 23"" WIDESCREEN BLANCO/NEGRO PIANO E2343F",149.45,1
MNL-436,HP,MONITOR LCD S-IPS 30 HP WORKSTATION PROFESIONAL ZR30W,18117.68,3
MNL-461,HP,"MONITOR LED IPS 20"" HP WORKSTATION PROFESIONAL CON RETROILUMINACION ZR2040W",3607.25,3
MNL-463,HP,"MONITOR LED IPS 24"" HP WORKSTATION PROFESIONAL CON RETROILUMINACION ZR2440W",6717.52,3
MNL-464,HP,"MONITOR LED IPS 27"" HP WORKSTATION PROFESIONAL CON RETROILUMINACION ZR2740W",11802.58,3
MNL-473,LG,MONITOR TOUCH SCREEN LG 17 SERIE T10 RES. 1280X1024 5MS VGA TOUCH X USB SOPORTE VESA CONSUMO 21W,274.73,1
MNL-483,BENQ,"MONITOR LED BENQ 15.6"" WIDESCREEN NEGRO PIANO G615HDPL",68.13,3
MNL-494,BENQ,"MONITOR LED BENQ 24"" WIDESCREEN NEGRO PIANO GL2450",152.75,3
MNL-497,SAMSUNG,"MONITOR LED SAMSUNG 18.5"" WIDESCREEN NEGRO S19B150NS",1318.68,3
MNL-505,AOC,"MONITOR LED AOC 18.5 WIDESCREEN NEGRO PIANO E950SWN, 5MS RES 1366X768,VGA, CONSUMO 15 W STANDBY 0.5W",87.91,3
MNL-523,LENOVO,"MONITOR LENOVO THINKVISION LED LS1922 BLACK 18.5"" WIDESCREEN 1366 X 768, 600:1, VGA",1554.29,3
MNL-530,LENOVO,MONITOR LED LENOVO 24 THINKVISION LT2452P NEGRO,5679.12,3
MNL-531,LENOVO,"MONITOR LENOVO THINKVISION LED LT1952P 19"" WIDESCREN 1440X900 1000:1, 5MS, ANALOG + DVI-D (HDCP)+DPI",2271.43,3
MNL-534,BENQ,"MONITOR LED BENQ 21.5"" WIDESCREEN BLANCO PIANO RL2240H 1920 X 1080 ENTRADAS VGA DVI HDMI",148.35,3
MNL-535,HP,"MONITOR LED HP 20"" WIDESCREEN PAVILION ALTAVOCES EXTERNOS ALIMENTACION USB",2154.08,1
MNL-536,DELL,MONITOR DELL E1912H 18.5 / LED / 1366 X768 / 60 HZ / 2.64KG / PANTALLA PLANA / VGA,1448.35,1
MNL-537,BENQ,"MONITOR LED BENQ 24"" WIDESCREEN FULL HD NEGRO PIANO CON ROJO RL2450HT HDMI, DVI AURICULARES",203.3,3
MNL-538,ACER/GATEWAY,MONITOR ACER S271HL 27 W LED S271HL ULTRA SLIM(12.9MM) 1920X1080 FULL HD 100M:1 HDMI MONTABLE PARED,3943.96,3
MNL-543,BENQ,"MONITOR LED BENQ 24"" WIDESCREEN NEGRO PIANO XL2420T FULL HD LISTO PARA 3D SERIE GAMERS",373.63,3
MNL-544,ACER/GATEWAY,MONITOR ACER LED 20 PULGADAS S200HL UTRA SLIM(12.9MM) 1600X900 100M:1 5MS NEGRO,1829.67,3
MNL-550,SAMSUNG,"MONITOR LED SAMSUNG 46"" WIDE SCREEN LH46MDCPLGA",15200,1
MNL-552,BENQ,MONITOR LED BENQ 20 WIDESCREEN NEGRO PIANO GL2055A D-SUB,101.1,3
MNL-560,HP,MONITOR LED HP 18.5 TFT MON185CAM  BLACKLIT LCD TN LV1911 ,1755.59,3
MNL-561,HP,MONITOR LED HP 20  MON20CAM WIDESCREEN NEGRO LV2011 ,2113.75,3
MNL-563,AOC,MONITOR LED AOC 15.6 WIDESCREEN NEGRO PIANO E1660SW,70.33,1
MNL-564,BENQ,MONITOR LED BENQ 18.5 WIDESCREEN NEGRO PIANO GL955A,86.81,3
MNL-569,ACER/GATEWAY,MONITOR GATEWAY HX2003L LED 20/ 1600X900 FULL HD NEGRO,1668.16,1
MNL-570,SAMSUNG,"TV MONITOR LED SAMSUNG 18.5"" WIDESCREEN T19B300",2216.48,3
MNL-574,LENOVO,MONITOR LENOVO THINKVISION LT1953 19 WIDE LED 1440X900.LT1953 3 A?OS CS ,1971.43,3
MNL-577,ACER/GATEWAY,MONITOR LED ACER 27 WIDESCREEN FULL HD S271HL ULTRA SLIM(12.9MM) MONTABLE PARED,3983.4,1
MNL-578,LG,"MONITOR LED LG 22 WIDESCREEN NEGRO 22EN33S RES 1920 X 1080 TR 5MS, VGA CONS. 23W",137.36,1
MNL-579,BENQ,MONITOR LED BENQ 21.5 GW2250 WIDE  NEGRO ACABADO PIANO DVI-D VGA,126.37,3
MNL-581,LG,"MONITOR LED LG 27 WIDESCREEN NEGRO PIANO 27EA33V RES 1920X1080 TR 5MS, VGA,HDMI, DVI CONS. 30W",269.23,1
MNL-582,LG,"MONITOR LED LG 24 WIDESCREEN NEGRO PIANO 24EN33VW RES 1920X1080 TR 5MS, VGA,HDMI, DVI CONS. 25W",181.32,1
MNL-583,DELL,MONITOR DELL E2213H LED 21.5 1980 X1080/ 60HZ/ LED / VGA / DVI /WARRANTLY /PESO 2.89KG,1903.3,1
MNL-584,DELL,MONITOR DELL S2340L 23 FULL HD / LED / 1920X1080/ 60 HZ / 2.95KG / PANTALLA PLANA/ VGA & HDMI,2607.69,1
MNL-586,BENQ,"MONITOR LED BENQ 27 WS NEGRO PIANO GW2760HM CON 2 BOCINAS 2W HDMI, DVI-D ",247.25,3
MNL-588,HP,"MONITOR HP U160 DE 15,6 PULG. CON RETROILUMINACIoN LED CONEXION USB",1597.84,3
MNL-589,HP,"MONITOR LED HP PRODISPLAY P191 DE 18,5 PULGADAS NEGRO",1871.42,3
MNL-590,BENQ,MONITOR LED BENQ 21.5 GW2260HM WIDE NEGRO ACABADO PIANO DVI VGA HDMI AUDIFONO,126.37,3
MNL-591,ACER/GATEWAY,MONITOR LCD ACER 17 TFT CUADRADO 1280X1024 NEGRO MONTABLE EN PARED 3YW,1507.69,3
MNL-592,LG,"MONITOR LED LG 20 WIDESCREEN NEGRO 20EN33S RES 1600 X 900 TR 5MS, VGA CONS. 20W",113.19,1
MNL-593,LENOVO,"MONITOR LENOVO THINKVISION LED LT2252P 22 LED WIDE 1680X1050/1000:1, 5MS, ANALOG + DP (HDCP) +DVI-D",3078.02,3
MNL-594,SAMSUNG,"MONITOR LED SAMSUNG 24"" WIDESCREEN INTERFAZ RGB/HDMI/ RESOLUCION 1920X1080 16.7 M COLORES",2582.42,3
MNL-595,SAMSUNG,MONITOR LED FULL HD SAMSUNG 23 WIDESCREEN NEGRO INTERFAZ RGB/HDMI/RESOLUCION 1920X1080 16.7 M COLOR,2307.69,3
MNL-596,HP,MONITOR LED IPS 23? HP WORKSTATION PROFESIONAL CON LUZ DE FONDO ZR2330W,3607.12,1
MNL-598,BENQ,MONITOR LED BENQ 21.5 WIDE SCREEN NEGRO ACABADO PIANO DVI-D VGA VESA GW2255,118.68,3
MNL-599,ACER/GATEWAY,MONITOR ACER S230HL 23 W LED ULTRA-SLIM (12.9MM) 1920X1080 (FULL HD) VGA Y DVI  36 MESES GARANTIA,2206.59,3
MNL-600,ACER/GATEWAY,MONITOR ACER S220HQL  21.5W LED ULTRA SLIM (12.9MM) 1920X1080 (FULL HD) VGA DVI  36 MESES GARANTIA,1950.55,3
MNL-601,HP,MONITOR LED HP ELITEDISPLAY E221 21.5 BACKLIT 3/3/3,2981.42,3
MNL-602,HP,MONITOR HP LED HP PRODISPLAY P201 20  BACKLIT,2281.1,3
MNL-604,"PROVISION ISR
","MONITOR LCD 7"" PROVISION 800 X 480, CON BOTONES TACTILES",66.67,2
MNL-606,SAMSUNG,"MONITOR LED 20"" INTERFAZ ANALOGA/RGB/DVI/ RESOLUCION 1600 X 900PIX/ 16.7M COLOR",1725.27,3
MNL-607,HP,MONITOR LED HP 20 ELITEDISPLAY E201,2569.97,0
MNL-609,SAMSUNG,MONITOR LED SAMSUNG 21.5 LED/RESOLUCION 1920X1080 NEGRO LS22C150NS,1890.11,3
MNL-610,LENOVO,"MONITOR LCD LENOVO THINKVISION 17, 1280X1024, 15 PIN D Y DVI-D/1000:1 L1712P 17 NEGRO",1868.13,3
MNL-612,SAMSUNG,MONITOR LED SAMSUNG 18.5 WIDESCREEN NEGRO LS19C150FS,1318.68,3
MNL-613,SAMSUNG,MONITOR LED SAMSUNG 27 WIDESCREEN NEGRO LS27C350HS,4284.62,3
MNL-614,AOC,"MONITOR LED AOC PORTATIL 15.6? WIDESCREEN, NEGRO PIANO, E1649FWU 1366X768, CONEXION USB",83.52,1
MNL-615,AOC,"MONITOR LED AOC 19.5 WIDESCREEN NEGRO, RESOLUCION 1600X900,VESA 100X100, VGA E2060SW",104.4,1
MNL-616,AOC,"MONITOR LED AOC 23.6 WIDESCREEN, RESOLUCION 1920X1080, VESA: 75X75, VGA & DVI, E2461FW",164.84,1
MNL-617,AOC,"MONITOR LED AOC 27 WIDESCREEN, NEGRO BRILLANTE, 1920X1080, VGA & DVI, VESA: 100X100, E2752V",247.25,1
MNL-619,LG,"MONITOR LED LG 18.5 WIDESCREEN NEGRO 19EN33S RES 1366 X 768 TR 5MS, VGA CONS. 18W",98.9,1
MNL-622,ACER/GATEWAY,MONITOR LED GATEWAY 15.6 WIDE SCREEN 1366X768 NEGRO KX1563,959.34,1
MNL-623,ACER/GATEWAY,MONITOR LED GATEWAY 19.5 1600X900 NEGRO SOPORTE EN PARED KX1953B,1385.71,1
MNL-626,LENOVO,"MONITOR LED LENOVO THINKVISION 19.5 WIDE 1600X900 LT2013S BACKLIT PANEL,  600:1 , VGA, ENERGY STAR",1703.3,3
MNL-627,EC LINE,MONITOR TOUCH SCREEN LED EC LINE 15 EC-TS-1510 TFT POS,236.26,1
MNL-629,DELL,"MONITOR LED DELL 23 E2313H, FULL HD 1080P/ 60 HZ / VGA & DVI-D",2069.23,1
MNL-630,DELL,"MONITOR LED DELL 24 E2414H, FULL HD 1080P / 60 HZ / VGA & HDMI",2235.16,1
MNL-631,HP,MONITOR LED 21.5 HP WORKSTATION PROFESIONAL BACKLIT IPS Z22I,4117.91,3
MNL-632,AOC,MONITOR LED AOC 21.5 WIDESCREEN NEGRO BRILLANTE I2269VW,131.87,1
MNL-633,AOC,MONITOR LED AOC 23 WIDESCREEN NEGRO BRILLANTE I2369V,153.85,1
MNL-634,ACER/GATEWAY,MONITOR LED 21.5 WIDE KX2153 FULL HD/8MS TIEMPO DE RESPUESTA/60 HZ/DVI + VGA /RES. MAXIMA 1920X1080,1428.57,1
MNL-635,ACER/GATEWAY,MONITOR LED 24 WIDE KX2403 250 NITS VGA + DVI ,1923.08,1
MNLG-3,GHIA,"MONITOR LED GHIA 15.6"" WIDESCREEN NEGRO PIANO",68.13,3
MNLG-7,GHIA,"MONITOR LED GHIA 18.5"" WIDE SCREEN NEGRO ACABADO PIANO",86.81,3
MNLG-8,GHIA,"MONITOR LED GHIA 21.5"" WIDE SCREEN ACABADO PIANO DVI/VGA",118.68,3
MS-340,TARGUS,MOUSE TARGUS LASER RETRACTIL USB NEGRO,14.61,1
MS-341,PERFECT CHOICE,MOUSE OPTICO CON 3 BOTONES NEGRO USB (PC-043782),73.87,1
MS-399,HP,MOUSE OPTICO HP USB CON SCROLL,171.56,1
MS-457,GENIUS,MOUSE OPTICO ALAMBRICO RETRACTIL GENIUS MICRO TRAVELER USB ROJO,4.84,1
MS-459,GENIUS,MOUSE OPTICO ALAMBRICO RETRACTIL GENIUS MICRO TRAVELER USB NEGRO,4.84,1
MS-460,GENIUS,MOUSE OPTICO ALAMBRICO RETRACTIL GENIUS MICRO TRAVELER USB BLANCO,4.84,1
MS-483,ACTECK,MINI MOUSE OPTICO ACTECK AM-220 ROJO USB,48.15,1
MS-485,ACTECK,MINI MOUSE OPTICO ACTECK AM-220 PLATA USB,49.26,1
MS-504,LOGITECH,MOUSE LASER LOGITECH ANYWHERE,506.74,3
MS-505,GENIUS,MOUSE OPTICO ALAMBRICO GENIUS XSCROLL USB NEGRO,3.31,1
MS-512,TARGUS,MOUSE TARGUS LASER RETRACTIL STOW-N-GO,10.11,1
MS-556,LENOVO,"MOUSE OPTICO THINK CON SCROLL - 2 BOTONES (USB THINKCENTRE, THINKPAD - 06P4069)",104.61,1
MS-560,LOGITECH,MOUSE OPTICO LOGITECH NEGRO M100 USB,80.9,3
MS-579,MANHATTAN,MOUSE OPTICO MANHATTAN  NEGRO/PLATA USB,4.39,3
MS-580,MANHATTAN,MOUSE OPTICO MANHATTAN NEGRO/PLATA PS/2,3.91,3
MS-588,MANHATTAN,MOUSE OPTICO MANHATTAN MM3 MICRO USB NEGRO (PC/MAC),5.86,3
MS-591,MANHATTAN,MINI MOUSE OPTICO MANHATTAN MM1 USB PC/MAC NEGRO,5.86,3
MS-649,TARGUS,MOUSE OPTICO TARGUS KALEIDOSKOPE USB COLORES,11.51,1
MS-658,ACTECK,MOUSE OPTICO RETRACTIL ACTEK AM-420 NEGRO USB,64.88,1
MS-660,ACTECK,MOUSE OPTICO RETRACTIL ACTECK AM-420 AZUL USB,59.07,1
MS-666,MICROSOFT,MOUSE BLUETRACK INALAMBRICO MICROSOFT MOBILE 3500 DORADO MAC/WIN USB,17.53,3
MS-676,PERFECT CHOICE,MOUSE OPTICO CON CABLE RETRACTIL OCULTO NEGRO USB,88.64,1
MS-677,PERFECT CHOICE,MINI MOUSE OPTICO RETRACTIL PERFECT CHOICE MORADO USB,69.13,1
MS-678,PERFECT CHOICE,MINI MOUSE OPTICO RETRACTIL PERFECT CHOICE BLANCO USB,69.73,1
MS-680,PERFECT CHOICE,MOUSE OPTICO INALAMBRICO PERFECT CHOICE WO-310 GRIS USB,147.13,1
MS-681,PERFECT CHOICE,MINI MOUSE OPTICO RETRACTIL PERFECT CHOICE AZUL USB,69.73,1
MS-682,PERFECT CHOICE,MINI MOUSE OPTICO RETRACTIL PERFECT CHOICE ROJO USB,69.73,1
MS-683,PERFECT CHOICE,MOUSE OPTICO INALAMBRICO PERFECT CHOICE WO-310 ROJO USB,147.13,1
MS-684,PERFECT CHOICE,MINI MOUSE OPTICO RETRACTIL PERFECT CHOICE GRIS USB,69.73,1
MS-685,PERFECT CHOICE,MOUSE OPTICO INALAMBRICO PERFECT CHOICE WO-310 MORADO USB,147.13,1
MS-700,MANHATTAN,MINI MOUSE OPTICO MANHATTAN SILUETA NEGRO USB,3.37,3
MS-701,MANHATTAN,MINI MOUSE OPTICO MANHATTAN SILUETA BLANCO USB,3.37,3
MS-710,ACTECK,MINI MOUSE OPTICO RETRACTIL ACTECK AM-400 NEGRO USB,48.09,1
MS-711,ACTECK,MINI MOUSE OPTICO RETRACTIL ACTECK AM-400 GRIS USB,48.09,1
MS-721,MICROSOFT,MOUSE OPTICO MICROSOFT FOR BUSINESS 200 USB NEGRO,68.21,2
MS-722,LOGITECH,MOUSE OPTICO INALAMBRICO LOGITECH NANO M185 NEGRO,178.65,3
